2021-07-01 11:48:12.0830 Info - SupportBank.Program: Parsing CSV
2021-07-01 11:48:12.1107 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 01/01/2014, From: Jon A, To: Sarah T, Narrative: Pokemon Training, Amount: 7.8
2021-07-01 12:05:40.5583 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 20/12/2014, From: Rob S, To: Gergana I, Narrative: Lunch, Amount: 1.07
2021-07-01 12:05:40.5583 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 21/12/2014, From: Gergana I, To: Laura B, Narrative: Pokemon Training, Amount: 6.86
2021-07-01 12:05:40.5583 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 22/12/2014, From: Dan W, To: Jon A, Narrative: Lunch, Amount: 3.66
2021-07-01 12:05:40.5583 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 25/12/2014, From: Todd, To: Rob S, Narrative: Lego Assistance, Amount: 1.86
2021-07-01 12:05:40.5583 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 28/12/2014, From: Ben B, To: Laura B, Narrative: Coffee, Amount: 1.44
2021-07-01 12:05:40.5583 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 29/12/2014, From: Ben B, To: Sam N, Narrative: Coffee, Amount: 5.26
2021-07-01 12:05:40.5583 Info - SupportBank.Program: Getting all members from transactions
2021-07-01 12:05:40.5583 Debug - SupportBank.Member: Creating Member: Sarah T
2021-07-01 12:05:40.5731 Debug - SupportBank.Member: Creating Member: Tim L
2021-07-01 12:05:40.5731 Debug - SupportBank.Member: Creating Member: Stephen S
2021-07-01 12:05:40.5731 Debug - SupportBank.Member: Creating Member: Ben B
2021-07-01 12:05:40.5731 Debug - SupportBank.Member: Creating Member: Gergana I
2021-07-01 12:05:40.5731 Debug - SupportBank.Member: Creating Member: Sam N
2021-07-01 12:05:40.5731 Debug - SupportBank.Member: Creating Member: Rob S
2021-07-01 12:05:40.5731 Debug - SupportBank.Member: Creating Member: Jon A
2021-07-01 12:05:40.5731 Debug - SupportBank.Member: Creating Member: Laura B
2021-07-01 12:05:40.5731 Debug - SupportBank.Member: Creating Member: Dan W
2021-07-01 12:05:40.5731 Debug - SupportBank.Member: Creating Member: Chris W
2021-07-01 12:05:40.5731 Debug - SupportBank.Member: Creating Member: Todd
2021-07-01 12:05:40.5731 Debug - SupportBank.Program: Transaction from Jon A to Sarah T of amount 7.8 processed
2021-07-01 12:05:40.5731 Debug - SupportBank.Program: Transaction from Stephen S to Tim L of amount 4.37 processed
2021-07-01 12:05:40.5731 Debug - SupportBank.Program: Transaction from Laura B to Stephen S of amount 5.09 processed
2021-07-01 12:05:40.5731 Debug - SupportBank.Program: Transaction from Rob S to Ben B of amount 7.8 processed
2021-07-01 12:05:40.5892 Debug - SupportBank.Program: Transaction from Stephen S to Ben B of amount 7.36 processed
2021-07-01 12:05:40.5892 Debug - SupportBank.Program: Transaction from Sam N to Stephen S of amount 11.63 processed
2021-07-01 12:05:40.5892 Debug - SupportBank.Program: Transaction from Stephen S to Gergana I of amount 5.88 processed
2021-07-01 12:05:40.5892 Debug - SupportBank.Program: Transaction from Sam N to Stephen S of amount 8.2 processed
2021-07-01 12:05:40.5892 Debug - SupportBank.Program: Transaction from Laura B to Sam N of amount 11.68 processed
2021-07-01 12:05:40.5892 Debug - SupportBank.Program: Transaction from Todd to Ben B of amount 6.81 processed
2021-07-01 12:05:40.5892 Debug - SupportBank.Program: Transaction from Sam N to Gergana I of amount 6.29 processed
2021-07-01 12:05:40.5892 Debug - SupportBank.Program: Transaction from Todd to Ben B of amount 6.87 processed
2021-07-01 12:05:40.5892 Debug - SupportBank.Program: Transaction from Chris W to Ben B of amount 6.03 processed
2021-07-01 12:05:40.5892 Debug - SupportBank.Program: Transaction from Todd to Rob S of amount 5.62 processed
2021-07-01 12:05:40.5892 Debug - SupportBank.Program: Transaction from Jon A to Sam N of amount 1.65 processed
2021-07-01 12:05:40.5892 Debug - SupportBank.Program: Transaction from Dan W to Sam N of amount 0.93 processed
2021-07-01 12:05:40.5892 Debug - SupportBank.Program: Transaction from Laura B to Stephen S of amount 10.78 processed
2021-07-01 12:05:40.5892 Debug - SupportBank.Program: Transaction from Stephen S to Gergana I of amount 6.91 processed
2021-07-01 12:05:40.5892 Debug - SupportBank.Program: Transaction from Sarah T to Sam N of amount 1.6 processed
2021-07-01 12:05:40.5892 Debug - SupportBank.Program: Transaction from Tim L to Sam N of amount 5.2 processed
2021-07-01 12:05:40.5892 Debug - SupportBank.Program: Transaction from Todd to Rob S of amount 7.1 processed
2021-07-01 12:05:40.5892 Debug - SupportBank.Program: Transaction from Ben B to Rob S of amount 8.41 processed
2021-07-01 12:05:40.5892 Debug - SupportBank.Program: Transaction from Stephen S to Jon A of amount 8.75 processed
2021-07-01 12:05:40.6048 Debug - SupportBank.Program: Transaction from Sam N to Gergana I of amount 8.76 processed
2021-07-01 12:05:40.6048 Debug - SupportBank.Program: Transaction from Todd to Laura B of amount 9.39 processed
2021-07-01 12:05:40.6048 Debug - SupportBank.Program: Transaction from Todd to Gergana I of amount 1.62 processed
2021-07-01 12:05:40.6048 Debug - SupportBank.Program: Transaction from Sarah T to Ben B of amount 2.1 processed
2021-07-01 12:05:40.6048 Debug - SupportBank.Program: Transaction from Sarah T to Stephen S of amount 0.66 processed
2021-07-01 12:05:40.6048 Debug - SupportBank.Program: Transaction from Tim L to Sarah T of amount 2.28 processed
2021-07-01 12:05:40.6048 Debug - SupportBank.Program: Transaction from Rob S to Tim L of amount 1.95 processed
2021-07-01 12:05:40.6048 Debug - SupportBank.Program: Transaction from Jon A to Sam N of amount 8.49 processed
2021-07-01 12:05:40.6048 Debug - SupportBank.Program: Transaction from Ben B to Sam N of amount 10.76 processed
2021-07-01 12:05:40.6048 Debug - SupportBank.Program: Transaction from Todd to Sarah T of amount 5.01 processed
2021-07-01 12:05:40.6048 Debug - SupportBank.Program: Transaction from Dan W to Laura B of amount 4.77 processed
2021-07-01 12:05:40.6048 Debug - SupportBank.Program: Transaction from Sam N to Laura B of amount 2.87 processed
2021-07-01 12:05:40.6048 Debug - SupportBank.Program: Transaction from Todd to Ben B of amount 10.85 processed
2021-07-01 12:05:40.6048 Debug - SupportBank.Program: Transaction from Jon A to Stephen S of amount 8.91 processed
2021-07-01 12:05:40.6048 Debug - SupportBank.Program: Transaction from Stephen S to Sam N of amount 2.96 processed
2021-07-01 12:05:40.6205 Debug - SupportBank.Program: Transaction from Ben B to Rob S of amount 1.31 processed
2021-07-01 12:05:40.6205 Debug - SupportBank.Program: Transaction from Todd to Sarah T of amount 3.55 processed
2021-07-01 12:05:40.6205 Debug - SupportBank.Program: Transaction from Todd to Laura B of amount 3.72 processed
2021-07-01 12:05:40.6205 Debug - SupportBank.Program: Transaction from Rob S to Sam N of amount 8.86 processed
2021-07-01 12:05:40.6205 Debug - SupportBank.Program: Transaction from Ben B to Gergana I of amount 7.61 processed
2021-07-01 12:05:40.6205 Debug - SupportBank.Program: Transaction from Dan W to Gergana I of amount 11.92 processed
2021-07-01 12:05:40.6205 Debug - SupportBank.Program: Transaction from Stephen S to Rob S of amount 3.41 processed
2021-07-01 12:05:40.6205 Debug - SupportBank.Program: Transaction from Tim L to Dan W of amount 6.38 processed
2021-07-01 12:05:40.6205 Debug - SupportBank.Program: Transaction from Todd to Tim L of amount 1.46 processed
2021-07-01 12:05:40.6205 Debug - SupportBank.Program: Transaction from Laura B to Ben B of amount 5.77 processed
2021-07-01 12:05:40.6205 Debug - SupportBank.Program: Transaction from Jon A to Gergana I of amount 10.51 processed
2021-07-01 12:05:40.6205 Debug - SupportBank.Program: Transaction from Dan W to Sarah T of amount 5.06 processed
2021-07-01 12:05:40.6205 Debug - SupportBank.Program: Transaction from Tim L to Chris W of amount 7.45 processed
2021-07-01 12:05:40.6205 Debug - SupportBank.Program: Transaction from Laura B to Todd of amount 10.63 processed
2021-07-01 12:05:40.6205 Debug - SupportBank.Program: Transaction from Tim L to Ben B of amount 5.89 processed
2021-07-01 12:05:40.6205 Debug - SupportBank.Program: Transaction from Rob S to Sarah T of amount 3.61 processed
2021-07-01 12:05:40.6205 Debug - SupportBank.Program: Transaction from Jon A to Todd of amount 9.04 processed
2021-07-01 12:05:40.6205 Debug - SupportBank.Program: Transaction from Tim L to Todd of amount 3.81 processed
2021-07-01 12:05:40.6359 Debug - SupportBank.Program: Transaction from Sam N to Tim L of amount 8.8 processed
2021-07-01 12:05:40.6359 Debug - SupportBank.Program: Transaction from Ben B to Laura B of amount 7.36 processed
2021-07-01 12:05:40.6359 Debug - SupportBank.Program: Transaction from Laura B to Todd of amount 7.01 processed
2021-07-01 12:05:40.6359 Debug - SupportBank.Program: Transaction from Tim L to Ben B of amount 8.23 processed
2021-07-01 12:05:40.6359 Debug - SupportBank.Program: Transaction from Tim L to Stephen S of amount 5.2 processed
2021-07-01 12:05:40.6359 Debug - SupportBank.Program: Transaction from Dan W to Gergana I of amount 5.61 processed
2021-07-01 12:05:40.6359 Debug - SupportBank.Program: Transaction from Sarah T to Stephen S of amount 11.5 processed
2021-07-01 12:05:40.6359 Debug - SupportBank.Program: Transaction from Stephen S to Sam N of amount 5.14 processed
2021-07-01 12:05:40.6359 Debug - SupportBank.Program: Transaction from Todd to Sam N of amount 6.3 processed
2021-07-01 12:05:40.6359 Debug - SupportBank.Program: Transaction from Stephen S to Dan W of amount 4.79 processed
2021-07-01 12:05:40.6359 Debug - SupportBank.Program: Transaction from Ben B to Chris W of amount 1.34 processed
2021-07-01 12:05:40.6359 Debug - SupportBank.Program: Transaction from Tim L to Stephen S of amount 6.44 processed
2021-07-01 12:05:40.6359 Debug - SupportBank.Program: Transaction from Stephen S to Ben B of amount 11.85 processed
2021-07-01 12:05:40.6359 Debug - SupportBank.Program: Transaction from Chris W to Todd of amount 9.81 processed
2021-07-01 12:05:40.6359 Debug - SupportBank.Program: Transaction from Sarah T to Gergana I of amount 4.03 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Chris W to Laura B of amount 8.7 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Rob S to Jon A of amount 2.67 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Stephen S to Dan W of amount 2.9 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Sam N to Jon A of amount 4.37 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Dan W to Tim L of amount 5.45 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Dan W to Sarah T of amount 5.05 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Gergana I to Sam N of amount 10.92 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Jon A to Dan W of amount 11.75 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Gergana I to Stephen S of amount 11.57 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Sarah T to Ben B of amount 11.56 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Rob S to Tim L of amount 11.47 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Laura B to Stephen S of amount 9.42 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Gergana I to Chris W of amount 2.33 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Jon A to Sam N of amount 5.31 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Sam N to Gergana I of amount 2.72 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Laura B to Rob S of amount 6.26 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Gergana I to Ben B of amount 7.81 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Tim L to Laura B of amount 3.76 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Stephen S to Rob S of amount 8.91 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Sarah T to Todd of amount 8.25 processed
2021-07-01 12:05:40.6518 Debug - SupportBank.Program: Transaction from Chris W to Tim L of amount 6.59 processed
2021-07-01 12:05:40.6674 Debug - SupportBank.Program: Transaction from Jon A to Tim L of amount 7.22 processed
2021-07-01 12:05:40.6674 Debug - SupportBank.Program: Transaction from Ben B to Gergana I of amount 9.25 processed
2021-07-01 12:05:40.6674 Debug - SupportBank.Program: Transaction from Chris W to Sam N of amount 1.9 processed
2021-07-01 12:05:40.6674 Debug - SupportBank.Program: Transaction from Ben B to Stephen S of amount 5.02 processed
2021-07-01 12:05:40.6674 Debug - SupportBank.Program: Transaction from Laura B to Stephen S of amount 7.45 processed
2021-07-01 12:05:40.6674 Debug - SupportBank.Program: Transaction from Gergana I to Stephen S of amount 8.57 processed
2021-07-01 12:05:40.6674 Debug - SupportBank.Program: Transaction from Laura B to Tim L of amount 0.57 processed
2021-07-01 12:05:40.6674 Debug - SupportBank.Program: Transaction from Ben B to Chris W of amount 1.66 processed
2021-07-01 12:05:40.6674 Debug - SupportBank.Program: Transaction from Sam N to Gergana I of amount 9.41 processed
2021-07-01 12:05:40.6674 Debug - SupportBank.Program: Transaction from Jon A to Tim L of amount 8.13 processed
2021-07-01 12:05:40.6674 Debug - SupportBank.Program: Transaction from Dan W to Todd of amount 1.8 processed
2021-07-01 12:05:40.6674 Debug - SupportBank.Program: Transaction from Todd to Dan W of amount 3.93 processed
2021-07-01 12:05:40.6674 Debug - SupportBank.Program: Transaction from Laura B to Jon A of amount 3.11 processed
2021-07-01 12:05:40.6674 Debug - SupportBank.Program: Transaction from Gergana I to Rob S of amount 1.28 processed
2021-07-01 12:05:40.6674 Debug - SupportBank.Program: Transaction from Jon A to Ben B of amount 3.71 processed
2021-07-01 12:05:40.6674 Debug - SupportBank.Program: Transaction from Jon A to Laura B of amount 5.61 processed
2021-07-01 12:05:40.6674 Debug - SupportBank.Program: Transaction from Sarah T to Dan W of amount 11.6 processed
2021-07-01 12:05:40.6674 Debug - SupportBank.Program: Transaction from Ben B to Tim L of amount 3.43 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Jon A to Dan W of amount 9.26 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Ben B to Todd of amount 11.28 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Sarah T to Tim L of amount 7.44 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Ben B to Gergana I of amount 3.98 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Ben B to Gergana I of amount 11.65 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Gergana I to Rob S of amount 5.47 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Dan W to Sam N of amount 8 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Dan W to Sam N of amount 0.55 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Jon A to Dan W of amount 2.37 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Laura B to Todd of amount 8.42 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Gergana I to Dan W of amount 5.04 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Dan W to Ben B of amount 5.87 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Chris W to Gergana I of amount 8.9 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Sarah T to Tim L of amount 4.67 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Chris W to Rob S of amount 6.15 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Rob S to Ben B of amount 3 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Sam N to Laura B of amount 7.76 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Jon A to Ben B of amount 0.73 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Sam N to Dan W of amount 0.8 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Sam N to Chris W of amount 6.44 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Laura B to Jon A of amount 2.61 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Chris W to Todd of amount 1.42 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Todd to Sarah T of amount 2.24 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Chris W to Rob S of amount 5.76 processed
2021-07-01 12:05:40.6826 Debug - SupportBank.Program: Transaction from Tim L to Dan W of amount 8.76 processed
2021-07-01 12:05:40.6986 Debug - SupportBank.Program: Transaction from Jon A to Sam N of amount 11.04 processed
2021-07-01 12:05:40.6986 Debug - SupportBank.Program: Transaction from Gergana I to Rob S of amount 5.64 processed
2021-07-01 12:05:40.6986 Debug - SupportBank.Program: Transaction from Jon A to Chris W of amount 2.26 processed
2021-07-01 12:05:40.6986 Debug - SupportBank.Program: Transaction from Dan W to Tim L of amount 4.5 processed
2021-07-01 12:05:40.6986 Debug - SupportBank.Program: Transaction from Gergana I to Laura B of amount 4.26 processed
2021-07-01 12:05:40.6986 Debug - SupportBank.Program: Transaction from Todd to Tim L of amount 7.17 processed
2021-07-01 12:05:40.6986 Debug - SupportBank.Program: Transaction from Chris W to Ben B of amount 11.17 processed
2021-07-01 12:05:40.6986 Debug - SupportBank.Program: Transaction from Rob S to Gergana I of amount 1.07 processed
2021-07-01 12:05:40.6986 Debug - SupportBank.Program: Transaction from Gergana I to Laura B of amount 6.86 processed
2021-07-01 12:05:40.6986 Debug - SupportBank.Program: Transaction from Dan W to Jon A of amount 3.66 processed
2021-07-01 12:05:40.6986 Debug - SupportBank.Program: Transaction from Todd to Rob S of amount 1.86 processed
2021-07-01 12:05:40.6986 Debug - SupportBank.Program: Transaction from Ben B to Laura B of amount 1.44 processed
2021-07-01 12:05:40.6986 Debug - SupportBank.Program: Transaction from Ben B to Sam N of amount 5.26 processed
2021-07-01 12:05:46.7778 Debug - SupportBank.Program: User Input: '2'
2021-07-01 12:05:54.5519 Debug - SupportBank.Program: Account Name Input: 'aksjdnf'
2021-07-01 12:05:54.5602 Warn - SupportBank.Program: User input 'aksjdnf' did not match any members.
2021-07-01 12:06:04.4205 Info - SupportBank.Program: Parsing CSV
2021-07-01 12:06:04.4831 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 01/01/2014, From: Jon A, To: Sarah T, Narrative: Pokemon Training, Amount: 7.8
2021-07-01 12:06:04.4831 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 04/01/2014, From: Stephen S, To: Tim L, Narrative: Lunch, Amount: 4.37
2021-07-01 12:06:04.4831 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 08/01/2014, From: Laura B, To: Stephen S, Narrative: Lunch, Amount: 5.09
2021-07-01 12:06:04.4831 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 11/01/2014, From: Rob S, To: Ben B, Narrative: Misc Morale, Amount: 7.8
2021-07-01 12:06:04.4831 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 14/01/2014, From: Stephen S, To: Ben B, Narrative: Beers, Amount: 7.36
2021-07-01 12:06:04.4831 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 15/01/2014, From: Sam N, To: Stephen S, Narrative: Spline Reticulation, Amount: 11.63
2021-07-01 12:06:04.4831 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 19/01/2014, From: Stephen S, To: Gergana I, Narrative: Beers, Amount: 5.88
2021-07-01 12:06:04.4831 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 20/01/2014, From: Sam N, To: Stephen S, Narrative: Beers, Amount: 8.2
2021-07-01 12:06:04.4831 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 24/01/2014, From: Laura B, To: Sam N, Narrative: Coffee, Amount: 11.68
2021-07-01 12:06:04.4831 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 28/01/2014, From: Todd, To: Ben B, Narrative: Coffee, Amount: 6.81
2021-07-01 12:06:04.4831 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 31/01/2014, From: Sam N, To: Gergana I, Narrative: Services Rendered, Amount: 6.29
2021-07-01 12:06:04.4831 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 01/02/2014, From: Todd, To: Ben B, Narrative: Snooker Night, Amount: 6.87
2021-07-01 12:06:04.4960 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 04/02/2014, From: Chris W, To: Ben B, Narrative: Spline Reticulation, Amount: 6.03
2021-07-01 12:06:04.4960 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 05/02/2014, From: Todd, To: Rob S, Narrative: Sandbox Help, Amount: 5.62
2021-07-01 12:06:04.4960 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 07/02/2014, From: Jon A, To: Sam N, Narrative: Beers, Amount: 1.65
2021-07-01 12:06:04.4960 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 10/02/2014, From: Dan W, To: Sam N, Narrative: Lunch, Amount: 0.93
2021-07-01 12:06:04.4960 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 14/02/2014, From: Laura B, To: Stephen S, Narrative: Snooker Night, Amount: 10.78
2021-07-01 12:06:04.4960 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 15/02/2014, From: Stephen S, To: Gergana I, Narrative: Rails Consultancy, Amount: 6.91
2021-07-01 12:06:04.4960 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 18/02/2014, From: Sarah T, To: Sam N, Narrative: Spline Reticulation, Amount: 1.6
2021-07-01 12:06:04.4960 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 22/02/2014, From: Tim L, To: Sam N, Narrative: Pokemon Training, Amount: 5.2
2021-07-01 12:06:04.4960 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 25/02/2014, From: Todd, To: Rob S, Narrative: Automated Testing Services, Amount: 7.1
2021-07-01 12:06:04.4960 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 27/02/2014, From: Ben B, To: Rob S, Narrative: Snooker Night, Amount: 8.41
2021-07-01 12:06:04.4960 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 01/03/2014, From: Stephen S, To: Jon A, Narrative: Coffee, Amount: 8.75
2021-07-01 12:06:04.4960 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 03/03/2014, From: Sam N, To: Gergana I, Narrative: Lunch, Amount: 8.76
2021-07-01 12:06:04.4960 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 07/03/2014, From: Todd, To: Laura B, Narrative: Pokemon Training, Amount: 9.39
2021-07-01 12:06:04.4960 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 10/03/2014, From: Todd, To: Gergana I, Narrative: Sandbox Help, Amount: 1.62
2021-07-01 12:06:04.4960 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 14/03/2014, From: Sarah T, To: Ben B, Narrative: Spline Reticulation, Amount: 2.1
2021-07-01 12:06:04.4960 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 17/03/2014, From: Sarah T, To: Stephen S, Narrative: Beers, Amount: 0.66
2021-07-01 12:06:04.4960 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 20/03/2014, From: Tim L, To: Sarah T, Narrative: Lego Assistance, Amount: 2.28
2021-07-01 12:06:04.4960 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 22/03/2014, From: Rob S, To: Tim L, Narrative: Misc Morale, Amount: 1.95
2021-07-01 12:06:04.4960 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 23/03/2014, From: Jon A, To: Sam N, Narrative: Lunch, Amount: 8.49
2021-07-01 12:06:04.4960 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 27/03/2014, From: Ben B, To: Sam N, Narrative: Misc Morale, Amount: 10.76
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 29/03/2014, From: Todd, To: Sarah T, Narrative: Git-Fu Rendered, Amount: 5.01
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 30/03/2014, From: Dan W, To: Laura B, Narrative: Lunch, Amount: 4.77
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 01/04/2014, From: Sam N, To: Laura B, Narrative: Lunch, Amount: 2.87
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 04/04/2014, From: Todd, To: Ben B, Narrative: Rails Consultancy, Amount: 10.85
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 06/04/2014, From: Jon A, To: Stephen S, Narrative: Beers, Amount: 8.91
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 08/04/2014, From: Stephen S, To: Sam N, Narrative: Lego Assistance, Amount: 2.96
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 09/04/2014, From: Ben B, To: Rob S, Narrative: Coffee, Amount: 1.31
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 10/04/2014, From: Todd, To: Sarah T, Narrative: Snooker Night, Amount: 3.55
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 11/04/2014, From: Todd, To: Laura B, Narrative: Coffee, Amount: 3.72
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 15/04/2014, From: Rob S, To: Sam N, Narrative: Snooker Night, Amount: 8.86
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 19/04/2014, From: Ben B, To: Gergana I, Narrative: Lunch, Amount: 7.61
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 20/04/2014, From: Dan W, To: Gergana I, Narrative: Beers, Amount: 11.92
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 23/04/2014, From: Stephen S, To: Rob S, Narrative: Poker Winnings, Amount: 3.41
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 24/04/2014, From: Tim L, To: Dan W, Narrative: Misc Morale, Amount: 6.38
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 26/04/2014, From: Todd, To: Tim L, Narrative: Lunch, Amount: 1.46
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 30/04/2014, From: Laura B, To: Ben B, Narrative: Golf Bets, Amount: 5.77
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 03/05/2014, From: Jon A, To: Gergana I, Narrative: Rails Consultancy, Amount: 10.51
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 05/05/2014, From: Dan W, To: Sarah T, Narrative: Stationary Items, Amount: 5.06
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 06/05/2014, From: Tim L, To: Chris W, Narrative: Audit and Other Financial Services, Amount: 7.45
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 10/05/2014, From: Laura B, To: Todd, Narrative: Lego Assistance, Amount: 10.63
2021-07-01 12:06:04.5109 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 13/05/2014, From: Tim L, To: Ben B, Narrative: Coffee, Amount: 5.89
